description,code,style,topic,keywords
"создай класс для работы с сжатием данных","class DataCompression {\npublic:\n string compressRLE(string data) {\n string compressed;\n int count = 1;\n for(int i = 1; i <= data.length(); i++) {\n if(i < data.length() && data[i] == data[i-1]) {\n count++;\n } else {\n compressed += to_string(count) + data[i-1];\n count = 1;\n }\n }\n return compressed;\n }\n string decompressRLE(string data) {\n string decompressed;\n for(int i = 0; i < data.length(); i += 2) {\n int count = data[i] - '0';\n char character = data[i+1];\n decompressed += string(count, character);\n }\n return decompressed;\n }\n};"
"реализуй класс для работы с парсерами","class Parser {\n string input;\n int position;\npublic:\n Parser(string str) : input(str), position(0) {}\n string parseUntil(char delimiter) {\n string result;\n while(position < input.length() && input[position] != delimiter) {\n result += input[position++];\n }\n position++; // skip delimiter\n return result;\n }\n bool hasMore() {\n return position < input.length();\n }\n};"
"напиши класс для работы с автоматами состояний","class StateMachine {\n string currentState;\n map<pair<string, string>, string> transitions;\npublic:\n StateMachine(string initialState) : currentState(initialState) {}\n void addTransition(string from, string input, string to) {\n transitions[{from, input}] = to;\n }\n void process(string input) {\n auto key = make_pair(currentState, input);\n if(transitions.find(key) != transitions.end()) {\n currentState = transitions[key];\n }\n }\n string getState() { return currentState; }\n};"
"создай класс для работы с интерпретаторами","class Interpreter {\n map<string, int> variables;\npublic:\n void setVariable(string name, int value) {\n variables[name] = value;\n }\n int evaluate(string expression) {\n // Simple expression evaluation\n if(expression.find('+') != string::npos) {\n size_t pos = expression.find('+');\n string left = expression.substr(0, pos);\n string right = expression.substr(pos + 1);\n return evaluate(left) + evaluate(right);\n }\n if(variables.find(expression) != variables.end()) {\n return variables[expression];\n }\n return stoi(expression);\n }\n};"
"реализуй класс для работы с виртуальной машиной","class VirtualMachine {\n vector<int> memory;\n int programCounter;\npublic:\n VirtualMachine(int size) : memory(size), programCounter(0) {}\n void loadProgram(vector<int> program) {\n copy(program.begin(), program.end(), memory.begin());\n }\n int execute() {\n while(programCounter < memory.size()) {\n int instruction = memory[programCounter++];\n // Simplified instruction processing\n if(instruction == 0) break; // HALT\n }\n return memory[0]; // Return result from first memory location\n }\n};"
"создай класс для работы с CSV файлами","class CSVHandler {\npublic:\n vector<vector<string>> readCSV(string filename) {\n vector<vector<string>> data;\n ifstream file(filename);\n string line;\n while(getline(file, line)) {\n vector<string> row;\n stringstream ss(line);\n string cell;\n while(getline(ss, cell, ',')) {\n row.push_back(cell);\n }\n data.push_back(row);\n }\n return data;\n }\n};"
"реализуй класс для валидации данных","class DataValidator {\npublic:\n bool isNumber(string str) {\n return !str.empty() && all_of(str.begin(), str.end(), ::isdigit);\n }\n bool isEmail(string email) {\n return email.find('@') != string::npos && email.find('.') != string::npos;\n }\n};"
"напиши класс для работы с датой и временем","class DateTime {\npublic:\n string getCurrentTime() {\n auto now = chrono::system_clock::now();\n time_t time = chrono::system_clock::to_time_t(now);\n return ctime(&time);\n }\n};"
"создай класс для кэширования изображений","class ImageCache {\n map<string, string> cache;\npublic:\n void store(string key, string imageData) {\n cache[key] = imageData;\n }\n string retrieve(string key) {\n return cache[key];\n }\n};"
"реализуй класс для работы с сетью","class NetworkManager {\npublic:\n bool ping(string host) {\n // simplified implementation\n return host.find(".") != string::npos;\n }\n};"
"напиши класс для шифрования данных","class DataEncryptor {\n string key;\npublic:\n DataEncryptor(string k) : key(k) {}\n string encrypt(string data) {\n string result = data;\n for(char& c : result) c ^= key[0];\n return result;\n }\n};"
"создай класс для работы с JSON","class JSONParser {\npublic:\n string serialize(map<string, string> data) {\n string result = "{";\n for(auto& [key, value] : data) {\n result += "\"" + key + "\":\"" + value + "\",";\n }\n result.pop_back();\n return result + "}";\n }\n};"
"реализуй класс для работы с базой данных","class Database {\n map<string, string> storage;\npublic:\n void insert(string key, string value) {\n storage[key] = value;\n }\n string select(string key) {\n return storage[key];\n }\n};"
"напиши класс для обработки ошибок","class ErrorHandler {\npublic:\n void logError(string message) {\n ofstream file("errors.log", ios::app);\n file << message << endl;\n }\n};"
"создай класс для работы с файловой системой","class FileSystem {\npublic:\n bool fileExists(string path) {\n ifstream file(path);\n return file.good();\n }\n long fileSize(string path) {\n ifstream file(path, ios::binary | ios::ate);\n return file.tellg();\n }\n};"
"реализуй класс для аутентификации","class Authenticator {\n map<string, string> users;\npublic:\n void registerUser(string username, string password) {\n users[username] = password;\n }\n bool authenticate(string username, string password) {\n return users[username] == password;\n }\n};"
"напиши класс для работы с сессиями","class SessionManager {\n map<string, time_t> sessions;\npublic:\n string createSession(string user) {\n string sessionId = to_string(time(nullptr));\n sessions[sessionId] = time(nullptr);\n return sessionId;\n }\n bool isValid(string sessionId) {\n return sessions.find(sessionId) != sessions.end();\n }\n};"
"создай класс для кэширования запросов","class RequestCache {\n map<string, pair<string, time_t>> cache;\npublic:\n void store(string request, string response) {\n cache[request] = {response, time(nullptr)};\n }\n string get(string request) {\n auto it = cache.find(request);\n if(it != cache.end()) return it->second.first;\n return "";\n }\n};"
"реализуй класс для работы с логами","class Logger {\npublic:\n void info(string message) {\n cout << "[INFO] " << message << endl;\n }\n void error(string message) {\n cout << "[ERROR] " << message << endl;\n }\n};"
"напиши класс для работы с конфигурацией","class ConfigManager {\n map<string, string> config;\npublic:\n void loadConfig(string filename) {\n config["host"] = "localhost";\n config["port"] = "8080";\n }\n string get(string key) {\n return config[key];\n }\n};"
"создай класс для работы с API","class APIClient {\n string baseURL;\npublic:\n APIClient(string url) : baseURL(url) {}\n string get(string endpoint) {\n return "Response from " + baseURL + endpoint;\n }\n};"
"реализуй класс для валидации форм","class FormValidator {\npublic:\n bool validateEmail(string email) {\n return email.find('@') != string::npos;\n }\n bool validatePassword(string password) {\n return password.length() >= 8;\n }\n};"
"напиши класс для работы с cookies","class CookieManager {\n map<string, string> cookies;\npublic:\n void setCookie(string name, string value) {\n cookies[name] = value;\n }\n string getCookie(string name) {\n return cookies[name];\n }\n};"
"создай класс для работы с заголовками HTTP","class HTTPHeaders {\n map<string, string> headers;\npublic:\n void setHeader(string name, string value) {\n headers[name] = value;\n }\n string getHeader(string name) {\n return headers[name];\n }\n};"
"реализуй класс для работы с URL","class URLParser {\npublic:\n string getDomain(string url) {\n size_t start = url.find("://") + 3;\n size_t end = url.find('/', start);\n return url.substr(start, end - start);\n }\n};"
"напиши класс для работы с XML","class XMLParser {\npublic:\n string createNode(string name, string content) {\n return "<" + name + ">" + content + "</" + name + ">";\n }\n};"
"создай класс для работы с сокетами","class SocketWrapper {\n int socketfd;\npublic:\n bool connect(string host, int port) {\n return true; // simplified\n }\n void send(string data) {\n // send data\n }\n};"
"реализуй класс для работы с потоками","class StreamProcessor {\npublic:\n string readAll(istream& stream) {\n return string(istreambuf_iterator<char>(stream), {});\n }\n};"
"напиши класс для работы с архивами","class ArchiveHandler {\npublic:\n bool extract(string archivePath, string destPath) {\n return true; // simplified\n }\n};"
"создай класс для работы с изображениями","class ImageProcessor {\npublic:\n void resize(string imagePath, int width, int height) {\n // resize logic\n }\n};"
"реализуй класс для работы с аудио","class AudioProcessor {\npublic:\n void normalize(string audioPath) {\n // normalization logic\n }\n};"
"напиши класс для работы с видео","class VideoProcessor {\npublic:\n void compress(string videoPath) {\n // compression logic\n }\n};"
"создай класс для работы с документами","class DocumentProcessor {\npublic:\n string extractText(string docPath) {\n return "Extracted text";\n }\n};"
"реализуй класс для работы с PDF","class PDFHandler {\npublic:\n int getPageCount(string pdfPath) {\n return 1; // simplified\n }\n};"
"напиши класс для работы с Excel","class ExcelHandler {\npublic:\n vector<vector<string>> readSheet(string filePath) {\n return {{"data"}};\n }\n};"
"создай класс для работы с Word","class WordHandler {\npublic:\n void replaceText(string filePath, string oldText, string newText) {\n // replace logic\n }\n};"
"реализуй класс для работы с PowerPoint","class PowerPointHandler {\npublic:\n int getSlideCount(string filePath) {\n return 10; // simplified\n }\n};"
